-4.803140306123054870e+00,-8.616600680150465763e+00
3.057398006160516601e-02,-5.917770043653783674e+00
-4.053043290166673529e+00,-6.698425139080320001e+00
8.017756006136293578e+00,5.581385098263378808e+00
5.667406699381571933e+00,-4.471917576030722152e+00
-3.722302861527730489e+00,-4.274343889486955206e+00
5.254560356456130510e-01,8.460248831332766173e-01
6.319480951912390232e+00,2.759425862899488102e+00
5.646437019982931460e+00,3.139034769474691622e+00
4.536344117144236243e+00,-4.817911025651477885e+00
9.418965649060053735e-01,-2.857120480737561419e+00
5.408518896205318782e-01,8.694493982155722112e-01
-1.189462496999538210e-01,-2.609739956881903744e+00
-4.384901059565541104e+00,-8.686996601686609587e-01
3.075120164020848090e+00,6.108594736004913983e+00
-3.723111575658783590e+00,-3.201657615086441311e+00
1.161106206450129186e+00,-4.279053557813313091e+00
4.064090473019876804e-01,-7.879705976322091132e+00
4.602700737434920697e+00,-1.665153668350177973e+00
6.316675488700449037e+00,3.770176120364398642e+00
1.064975899188766784e+00,1.303167262263709603e+00
-3.378570567264080893e-01,2.136218548053768984e+00
-1.726581608051557248e+00,-9.701670931314135160e+00
5.876208589891872336e+00,4.455500451378912707e+00
-5.575299429488153713e+00,-2.813799896426361080e+00
7.143289905026174225e+00,-3.024442331920483173e+00
4.417444399581016867e+00,6.895780484430877877e+00
-2.225966498269524863e-01,-2.585364967131801084e+00
-1.376668791293679694e+00,-8.718358698840139809e+00
6.517851563037540430e+00,5.190044446880323292e+00
-4.747894276891217125e+00,-8.567044168486653177e+00
-1.875847217732633077e+00,-2.004618443980783482e-01
-1.993895541262448168e+00,-7.499517791902757580e+00
6.732985533293637914e+00,2.556863341616113061e+00
2.037089878275124111e+00,2.788464074170072138e+00
-2.164674030151578332e+00,-1.093265296947823373e+01
5.953881378201619334e+00,-4.112994933766948691e+00
1.694135578192322189e+00,-9.735242843720287809e+00
-2.659051394271373603e+00,-8.674858211424600896e+00
-2.083294294543039271e+00,1.075389292102152172e+00
1.759285663244341880e+00,2.872496418587044964e+00
-1.831876384990186235e+00,-7.866914793364152558e+00
2.209645862954809914e-01,-9.175416108206103871e+00
6.456740668785506898e+00,3.870580498999754759e+00
7.398156515715808013e+00,5.480884067491907707e+00
5.766749809121452408e+00,5.818399988054984817e+00
5.791741945510834100e+00,2.400421090541701385e+00
-5.753168460438213838e-01,7.282515523947017400e-01
5.314857649712132037e+00,3.482317913696661549e+00
3.300561246772720558e+00,7.738114833354589273e+00
5.223440268777810314e-01,-4.775700676483151774e+00
2.128645695864705534e+00,-3.332797547982578656e+00
-1.810916470018656632e+00,-4.449990519640158126e+00
-2.660412754292935666e+00,-6.284544985918650184e+00
-1.833400502454920922e+00,2.012185400269039803e-03
-9.776487524034362941e-01,-9.027846724258125732e+00
1.927427609784232221e+00,2.641844190237170320e+00
6.348273318087045425e-01,-9.390885464691249851e+00
-2.015309636391214632e+00,-4.316503340177638925e+00
-1.801920794745510035e+00,-9.405318520552555128e+00
-1.798137617395340948e+00,-1.066534347313774767e+01
-2.130590890658318859e+00,-7.778635019141035833e+00
-5.883369853038487030e-01,-9.007031245289413235e+00
-3.625563397853299286e+00,-8.925803648331225304e+00
1.214975393372436652e-01,1.178526799446791173e+00
-1.759742477841020891e+00,-8.479953731615644585e+00
1.259605578466835185e+00,3.792764034677426732e+00
3.260997691423719758e+00,-5.179718880012013749e+00
2.875342812415339067e-01,5.605130571664536099e+00
4.885631117212006380e+00,-4.593977571359442180e+00
6.200827731188846670e+00,-7.040099827016502942e+00
5.492467400593845639e+00,-2.139283406501816476e+00
4.394281932646062927e+00,-5.948386682214586330e+00
7.061802973760990199e+00,-5.679993319296412935e+00
6.450642918506252599e+00,3.865856992284542493e+00
4.574643778462898602e+00,4.043878492323608853e+00
-1.404084677635730527e+00,-6.153570593963005209e+00
-1.822910524006674082e+00,-3.949837774841457261e+00
-5.652567264080970766e+00,-4.554052473967711734e+00
4.230329255257000654e+00,1.509680277803028936e+00
7.961941689491560226e+00,-6.978266571363035631e+00
-3.473470677125305883e+00,-9.106588047816122966e+00
5.050793286200744525e+00,-6.397481288108696873e+00
-1.478795529334191006e+00,-1.134952140301363599e+00
6.130111727972176183e+00,-3.746185019071143429e+00
3.062402112002406085e+00,-5.245311749797824774e+00
1.091046060205698609e+00,4.197349787729470094e+00
6.282433825046880305e-01,-4.530753608180440040e+00
